Citys,ymd,Weather,highTemp,lowTemp
['龙江2018年12月份天气情况'],2018年12月19日,晴/晴,-5℃,-14℃
['龙江2018年12月份天气情况'],2018年12月20日,晴/多云,-5℃,-15℃
['龙江2018年12月份天气情况'],2018年12月21日,多云/多云,-10℃,-16℃
['龙江2018年12月份天气情况'],2018年12月22日,多云/晴,-8℃,-17℃
['龙江2018年12月份天气情况'],2018年12月23日,多云/晴,-9℃,-19℃
['龙江2018年12月份天气情况'],2018年12月24日,多云/多云,-11℃,-18℃
['龙江2018年12月份天气情况'],2018年12月25日,多云/多云,-11℃,-19℃
['龙江2018年12月份天气情况'],2018年12月26日,多云/晴,-16℃,-20℃
['龙江2018年12月份天气情况'],2018年12月27日,晴/晴,-14℃,-21℃
['龙江2018年12月份天气情况'],2018年12月28日,多云/晴,-14℃,-20℃
['龙江2018年12月份天气情况'],2018年12月29日,晴/晴,-13℃,-20℃
['龙江2018年12月份天气情况'],2018年12月30日,晴/晴,-15℃,-21℃
['龙江2018年12月份天气情况'],2018年12月31日,晴/晴,-14℃,-22℃
['萝北2018年11月份天气情况'],2018年11月01日,晴/晴,12℃,-3℃
['萝北2018年11月份天气情况'],2018年11月02日,晴/多云,12℃,0℃
['萝北2018年11月份天气情况'],2018年11月03日,小雨/雨夹雪,12℃,-3℃
['萝北2018年11月份天气情况'],2018年11月04日,多云/晴,2℃,-9℃
['萝北2018年11月份天气情况'],2018年11月05日,晴/晴,3℃,-8℃
['萝北2018年11月份天气情况'],2018年11月06日,晴/晴,6℃,-8℃
['萝北2018年11月份天气情况'],2018年11月07日,晴/晴,7℃,-6℃
['萝北2018年11月份天气情况'],2018年11月08日,多云/雨夹雪,6℃,-3℃
['萝北2018年11月份天气情况'],2018年11月09日,暴雨/大雪,1℃,-1℃
['萝北2018年11月份天气情况'],2018年11月10日,小雪/多云,1℃,-4℃
['萝北2018年11月份天气情况'],2018年11月11日,晴/多云,1℃,-5℃
['萝北2018年11月份天气情况'],2018年11月12日,多云/多云,2℃,-5℃
['萝北2018年11月份天气情况'],2018年11月13日,多云/晴,3℃,-7℃
['萝北2018年11月份天气情况'],2018年11月14日,晴/多云,3℃,-7℃
['萝北2018年11月份天气情况'],2018年11月15日,小雪/小雪,0℃,-10℃
['萝北2018年11月份天气情况'],2018年11月16日,晴/多云,-5℃,-15℃
['萝北2018年11月份天气情况'],2018年11月17日,晴/多云,-3℃,-15℃
['萝北2018年11月份天气情况'],2018年11月18日,晴/多云,-4℃,-13℃
['萝北2018年11月份天气情况'],2018年11月19日,晴/多云,-4℃,-20℃
['萝北2018年11月份天气情况'],2018年11月20日,晴/晴,-6℃,-23℃
['萝北2018年11月份天气情况'],2018年11月21日,多云/晴,-9℃,-17℃
['萝北2018年11月份天气情况'],2018年11月22日,晴/晴,-12℃,-22℃
['萝北2018年11月份天气情况'],2018年11月23日,晴/多云,-9℃,-18℃
['萝北2018年11月份天气情况'],2018年11月24日,晴/晴,-4℃,-18℃
['萝北2018年11月份天气情况'],2018年11月25日,多云/多云,-4℃,-12℃
['萝北2018年11月份天气情况'],2018年11月26日,晴/晴,1℃,-11℃
['萝北2018年11月份天气情况'],2018年11月27日,晴/晴,-2℃,-13℃
['萝北2018年11月份天气情况'],2018年11月28日,多云/晴,-10℃,-19℃
['萝北2018年11月份天气情况'],2018年11月29日,晴/晴,-10℃,-20℃
['萝北2018年11月份天气情况'],2018年11月30日,阵雪/多云,-9℃,-19℃
['萝北2018年12月份天气情况'],2018年12月01日,多云/多云,-9℃,-17℃
['萝北2018年12月份天气情况'],2018年12月02日,多云/多云,2℃,-10℃
['萝北2018年12月份天气情况'],2018年12月03日,晴/晴,3℃,-15℃
['萝北2018年12月份天气情况'],2018年12月04日,多云/多云,-9℃,-22℃
['萝北2018年12月份天气情况'],2018年12月05日,晴/晴,-13℃,-22℃
['萝北2018年12月份天气情况'],2018年12月06日,多云/多云,-15℃,-28℃
['萝北2018年12月份天气情况'],2018年12月07日,多云/多云,-17℃,-26℃
['萝北2018年12月份天气情况'],2018年12月08日,阵雪/多云,-17℃,-23℃
['萝北2018年12月份天气情况'],2018年12月09日,多云/晴,-15℃,-24℃
['萝北2018年12月份天气情况'],2018年12月10日,多云/晴,-14℃,-22℃
['萝北2018年12月份天气情况'],2018年12月11日,多云/晴,-13℃,-23℃
['萝北2018年12月份天气情况'],2018年12月12日,晴/晴,-12℃,-23℃
['萝北2018年12月份天气情况'],2018年12月13日,多云/晴,-15℃,-23℃
['萝北2018年12月份天气情况'],2018年12月14日,晴/晴,-11℃,-20℃
['萝北2018年12月份天气情况'],2018年12月15日,多云/多云,-7℃,-20℃
['萝北2018年12月份天气情况'],2018年12月16日,晴/多云,-7℃,-21℃
['萝北2018年12月份天气情况'],2018年12月17日,多云/多云,-7℃,-20℃
['萝北2018年12月份天气情况'],2018年12月18日,多云/多云,-10℃,-19℃
['萝北2018年12月份天气情况'],2018年12月19日,晴/晴,-10℃,-21℃
['萝北2018年12月份天气情况'],2018年12月20日,晴/晴,-7℃,-19℃
['萝北2018年12月份天气情况'],2018年12月21日,小雪/多云,-8℃,-17℃
['萝北2018年12月份天气情况'],2018年12月22日,阵雪/多云,-5℃,-17℃
['萝北2018年12月份天气情况'],2018年12月23日,晴/晴,-11℃,-20℃
['萝北2018年12月份天气情况'],2018年12月24日,晴/多云,-10℃,-22℃
['萝北2018年12月份天气情况'],2018年12月25日,多云/多云,-12℃,-23℃
['萝北2018年12月份天气情况'],2018年12月26日,阵雪/多云,-17℃,-22℃
['萝北2018年12月份天气情况'],2018年12月27日,多云/多云,-17℃,-24℃
['萝北2018年12月份天气情况'],2018年12月28日,晴/晴,-17℃,-21℃
['萝北2018年12月份天气情况'],2018年12月29日,多云/多云,-16℃,-20℃
['萝北2018年12月份天气情况'],2018年12月30日,多云/晴,-14℃,-20℃
['萝北2018年12月份天气情况'],2018年12月31日,多云/多云,-13℃,-19℃
['密山2018年11月份天气情况'],2018年11月01日,晴/晴,11℃,-1℃
['密山2018年11月份天气情况'],2018年11月02日,晴/晴,15℃,0℃
['密山2018年11月份天气情况'],2018年11月03日,多云/雨夹雪,14℃,1℃
['密山2018年11月份天气情况'],2018年11月04日,多云/雨夹雪,3℃,-7℃
['密山2018年11月份天气情况'],2018年11月05日,晴/多云,4℃,-6℃
['密山2018年11月份天气情况'],2018年11月06日,晴/多云,5℃,-7℃
['密山2018年11月份天气情况'],2018年11月07日,多云/多云,6℃,-6℃
['密山2018年11月份天气情况'],2018年11月08日,多云/中雨,7℃,-1℃
['密山2018年11月份天气情况'],2018年11月09日,雨夹雪/雨夹雪,7℃,-2℃
['密山2018年11月份天气情况'],2018年11月10日,雨夹雪/多云,2℃,-6℃
['密山2018年11月份天气情况'],2018年11月11日,多云/多云,3℃,-6℃
['密山2018年11月份天气情况'],2018年11月12日,多云/多云,3℃,-5℃
['密山2018年11月份天气情况'],2018年11月13日,阴/多云,3℃,-6℃
['密山2018年11月份天气情况'],2018年11月14日,晴/多云,4℃,-8℃
['密山2018年11月份天气情况'],2018年11月15日,雨夹雪/雨夹雪,4℃,-4℃
['密山2018年11月份天气情况'],2018年11月16日,多云/多云,-2℃,-10℃
['密山2018年11月份天气情况'],2018年11月17日,多云/多云,-2℃,-11℃
['密山2018年11月份天气情况'],2018年11月18日,晴/晴,-1℃,-11℃
['密山2018年11月份天气情况'],2018年11月19日,多云/多云,-1℃,-12℃
['密山2018年11月份天气情况'],2018年11月20日,多云/晴,-3℃,-15℃
['密山2018年11月份天气情况'],2018年11月21日,多云/多云,-6℃,-12℃
['密山2018年11月份天气情况'],2018年11月22日,多云/晴,-6℃,-16℃
['密山2018年11月份天气情况'],2018年11月23日,多云/多云,-6℃,-12℃
['密山2018年11月份天气情况'],2018年11月24日,多云/多云,1℃,-8℃
['密山2018年11月份天气情况'],2018年11月25日,多云/多云,1℃,-8℃
['密山2018年11月份天气情况'],2018年11月26日,多云/阵雪,4℃,-4℃
['密山2018年11月份天气情况'],2018年11月27日,多云/多云,1℃,-11℃
['密山2018年11月份天气情况'],2018年11月28日,多云/多云,-5℃,-14℃
['密山2018年11月份天气情况'],2018年11月29日,多云/多云,-8℃,-18℃
['密山2018年11月份天气情况'],2018年11月30日,阴/多云,-7℃,-13℃
['密山2018年12月份天气情况'],2018年12月01日,多云/多云,-5℃,-11℃
['密山2018年12月份天气情况'],2018年12月02日,多云/雨夹雪,5℃,-5℃
['密山2018年12月份天气情况'],2018年12月03日,雨夹雪/多云,5℃,-8℃
['密山2018年12月份天气情况'],2018年12月04日,多云/多云,-4℃,-18℃
['密山2018年12月份天气情况'],2018年12月05日,多云/多云,-9℃,-16℃
['密山2018年12月份天气情况'],2018年12月06日,多云/多云,-11℃,-23℃
['密山2018年12月份天气情况'],2018年12月07日,多云/多云,-16℃,-24℃
['密山2018年12月份天气情况'],2018年12月08日,多云/多云,-15℃,-21℃
['密山2018年12月份天气情况'],2018年12月09日,晴/晴,-13℃,-18℃
['密山2018年12月份天气情况'],2018年12月10日,多云/多云,-11℃,-19℃
['密山2018年12月份天气情况'],2018年12月11日,晴/晴,-10℃,-19℃
['密山2018年12月份天气情况'],2018年12月12日,多云/多云,-11℃,-19℃
['密山2018年12月份天气情况'],2018年12月13日,多云/多云,-10℃,-18℃
['密山2018年12月份天气情况'],2018年12月14日,多云/多云,-10℃,-17℃
['密山2018年12月份天气情况'],2018年12月15日,多云/多云,-6℃,-12℃
['密山2018年12月份天气情况'],2018年12月16日,多云/多云,-1℃,-12℃
['密山2018年12月份天气情况'],2018年12月17日,多云/多云,-6℃,-15℃
['密山2018年12月份天气情况'],2018年12月18日,多云/多云,-6℃,-12℃
['密山2018年12月份天气情况'],2018年12月19日,多云/多云,-5℃,-15℃
['密山2018年12月份天气情况'],2018年12月20日,多云/多云,-4℃,-13℃
['密山2018年12月份天气情况'],2018年12月21日,小雪/多云,-3℃,-11℃
['密山2018年12月份天气情况'],2018年12月22日,多云/多云,-1℃,-12℃
['密山2018年12月份天气情况'],2018年12月23日,多云/多云,-7℃,-14℃
['密山2018年12月份天气情况'],2018年12月24日,多云/多云,-9℃,-16℃
['密山2018年12月份天气情况'],2018年12月25日,多云/多云,-4℃,-20℃
['密山2018年12月份天气情况'],2018年12月26日,多云/阴,-15℃,-20℃
['密山2018年12月份天气情况'],2018年12月27日,多云/阴,-17℃,-21℃
['密山2018年12月份天气情况'],2018年12月28日,多云/多云,-15℃,-20℃
['密山2018年12月份天气情况'],2018年12月29日,多云/多云,-14℃,-18℃
['密山2018年12月份天气情况'],2018年12月30日,多云/阴,-12℃,-17℃
['密山2018年12月份天气情况'],2018年12月31日,多云/多云,-10℃,-17℃
['明水2018年11月份天气情况'],2018年11月01日,晴/多云,12℃,1℃
['明水2018年11月份天气情况'],2018年11月02日,晴/多云,15℃,4℃
['明水2018年11月份天气情况'],2018年11月03日,多云/小雪,12℃,-1℃
['明水2018年11月份天气情况'],2018年11月04日,多云/晴,1℃,-10℃
['明水2018年11月份天气情况'],2018年11月05日,晴/晴,0℃,-8℃
['明水2018年11月份天气情况'],2018年11月06日,晴/晴,2℃,-6℃
['明水2018年11月份天气情况'],2018年11月07日,多云/多云,4℃,-4℃
['明水2018年11月份天气情况'],2018年11月08日,多云/雨夹雪,7℃,-1℃
['明水2018年11月份天气情况'],2018年11月09日,雨夹雪/中雪,1℃,-1℃
['明水2018年11月份天气情况'],2018年11月10日,多云/多云,0℃,-8℃
['明水2018年11月份天气情况'],2018年11月11日,多云/多云,1℃,-9℃
['明水2018年11月份天气情况'],2018年11月12日,晴/多云,1℃,-8℃
['明水2018年11月份天气情况'],2018年11月13日,晴/晴,2℃,-8℃
['明水2018年11月份天气情况'],2018年11月14日,多云/小雪,5℃,-4℃
['明水2018年11月份天气情况'],2018年11月15日,多云/多云,0℃,-15℃
['明水2018年11月份天气情况'],2018年11月16日,晴/晴,-2℃,-10℃
['明水2018年11月份天气情况'],2018年11月17日,多云/多云,0℃,-9℃
['明水2018年11月份天气情况'],2018年11月18日,晴/晴,-2℃,-11℃
['明水2018年11月份天气情况'],2018年11月19日,晴/小雪,-4℃,-14℃
['明水2018年11月份天气情况'],2018年11月20日,晴/晴,-6℃,-17℃
['明水2018年11月份天气情况'],2018年11月21日,多云/多云,-6℃,-17℃
['明水2018年11月份天气情况'],2018年11月22日,晴/多云,-12℃,-19℃
['明水2018年11月份天气情况'],2018年11月23日,晴/晴,-7℃,-16℃
['明水2018年11月份天气情况'],2018年11月24日,晴/晴,-4℃,-11℃
['明水2018年11月份天气情况'],2018年11月25日,晴/多云,0℃,-7℃
['明水2018年11月份天气情况'],2018年11月26日,多云/晴,3℃,-10℃
['明水2018年11月份天气情况'],2018年11月27日,多云/多云,-3℃,-15℃
['明水2018年11月份天气情况'],2018年11月28日,多云/晴,-8℃,-21℃
['明水2018年11月份天气情况'],2018年11月29日,晴/多云,-10℃,-17℃
['明水2018年11月份天气情况'],2018年11月30日,多云/晴,-7℃,-17℃
['明水2018年12月份天气情况'],2018年12月01日,晴/多云,-4℃,-11℃
['明水2018年12月份天气情况'],2018年12月02日,多云/多云,4℃,-5℃
['明水2018年12月份天气情况'],2018年12月03日,多云/多云,2℃,-14℃
['明水2018年12月份天气情况'],2018年12月04日,晴/晴,-11℃,-22℃
['明水2018年12月份天气情况'],2018年12月05日,多云/多云,-14℃,-24℃
['明水2018年12月份天气情况'],2018年12月06日,多云/晴,-17℃,-27℃
['明水2018年12月份天气情况'],2018年12月07日,多云/晴,-18℃,-25℃
['明水2018年12月份天气情况'],2018年12月08日,多云/晴,-19℃,-26℃
['明水2018年12月份天气情况'],2018年12月09日,晴/晴,-15℃,-21℃
['明水2018年12月份天气情况'],2018年12月10日,晴/晴,-13℃,-21℃
['明水2018年12月份天气情况'],2018年12月11日,多云/晴,-11℃,-22℃
['明水2018年12月份天气情况'],2018年12月12日,多云/多云,-13℃,-21℃
['明水2018年12月份天气情况'],2018年12月13日,多云/晴,-14℃,-22℃
['明水2018年12月份天气情况'],2018年12月14日,晴/多云,-14℃,-19℃
['明水2018年12月份天气情况'],2018年12月15日,多云/多云,-9℃,-17℃
['明水2018年12月份天气情况'],2018年12月16日,多云/多云,-8℃,-18℃
['明水2018年12月份天气情况'],2018年12月17日,多云/晴,-6℃,-16℃
['明水2018年12月份天气情况'],2018年12月18日,晴/晴,-9℃,-16℃
['明水2018年12月份天气情况'],2018年12月19日,晴/晴,-7℃,-15℃
['明水2018年12月份天气情况'],2018年12月20日,多云/多云,-4℃,-13℃
['明水2018年12月份天气情况'],2018年12月21日,小雪/多云,-4℃,-14℃
['明水2018年12月份天气情况'],2018年12月22日,多云/多云,-7℃,-20℃
['明水2018年12月份天气情况'],2018年12月23日,晴/多云,-13℃,-21℃
['明水2018年12月份天气情况'],2018年12月24日,多云/多云,-10℃,-19℃
['明水2018年12月份天气情况'],2018年12月25日,多云/多云,-11℃,-23℃
['明水2018年12月份天气情况'],2018年12月26日,多云/阵雪,-16℃,-24℃
['明水2018年12月份天气情况'],2018年12月27日,小雪/晴,-17℃,-24℃
['明水2018年12月份天气情况'],2018年12月28日,多云/多云,-17℃,-25℃
['明水2018年12月份天气情况'],2018年12月29日,多云/多云,-16℃,-23℃
['明水2018年12月份天气情况'],2018年12月30日,多云/多云,-13℃,-22℃
['明水2018年12月份天气情况'],2018年12月31日,晴/多云,-13℃,-23℃
['漠河2018年11月份天气情况'],2018年11月01日,多云/阴,10℃,-10℃
['漠河2018年11月份天气情况'],2018年11月02日,阴/阴,2℃,-8℃
['漠河2018年11月份天气情况'],2018年11月03日,多云/多云,-1℃,-17℃
['漠河2018年11月份天气情况'],2018年11月04日,多云/多云,-3℃,-15℃
['漠河2018年11月份天气情况'],2018年11月05日,多云/多云,-3℃,-16℃
['漠河2018年11月份天气情况'],2018年11月06日,多云/多云,-3℃,-18℃
['漠河2018年11月份天气情况'],2018年11月07日,阴/多云,1℃,-16℃
['漠河2018年11月份天气情况'],2018年11月08日,阴/阴,-2℃,-13℃
['漠河2018年11月份天气情况'],2018年11月09日,阴/多云,-3℃,-15℃
['漠河2018年11月份天气情况'],2018年11月10日,多云/多云,-4℃,-16℃
['漠河2018年11月份天气情况'],2018年11月11日,多云/多云,-2℃,-20℃
['漠河2018年11月份天气情况'],2018年11月12日,多云/阴,-4℃,-20℃
['漠河2018年11月份天气情况'],2018年11月13日,多云/阴,0℃,-16℃
['漠河2018年11月份天气情况'],2018年11月14日,小雪/阴,-5℃,-19℃
['漠河2018年11月份天气情况'],2018年11月15日,阴/多云,-10℃,-25℃
['漠河2018年11月份天气情况'],2018年11月16日,多云/晴,-11℃,-28℃
['漠河2018年11月份天气情况'],2018年11月17日,多云/多云,-8℃,-27℃
['漠河2018年11月份天气情况'],2018年11月18日,阵雪/多云,-11℃,-26℃
['漠河2018年11月份天气情况'],2018年11月19日,多云/多云,-14℃,-25℃
['漠河2018年11月份天气情况'],2018年11月20日,多云/多云,-16℃,-30℃
['漠河2018年11月份天气情况'],2018年11月21日,多云/晴,-17℃,-34℃
['漠河2018年11月份天气情况'],2018年11月22日,多云/多云,-16℃,-29℃
['漠河2018年11月份天气情况'],2018年11月23日,多云/多云,-12℃,-29℃
['漠河2018年11月份天气情况'],2018年11月24日,多云/多云,-12℃,-23℃
['漠河2018年11月份天气情况'],2018年11月25日,阴/多云,-11℃,-27℃
['漠河2018年11月份天气情况'],2018年11月26日,大雪/小雪,-13℃,-22℃
['漠河2018年11月份天气情况'],2018年11月27日,阴/多云,-16℃,-32℃
['漠河2018年11月份天气情况'],2018年11月28日,多云/多云,-15℃,-30℃
['漠河2018年11月份天气情况'],2018年11月29日,多云/多云,-17℃,-36℃
['漠河2018年11月份天气情况'],2018年11月30日,多云/多云,-16℃,-23℃
['漠河2018年12月份天气情况'],2018年12月01日,阴/阴,-12℃,-29℃
['漠河2018年12月份天气情况'],2018年12月02日,中雪/中雪,-15℃,-21℃
['漠河2018年12月份天气情况'],2018年12月03日,多云/多云,-16℃,-36℃
['漠河2018年12月份天气情况'],2018年12月04日,多云/多云,-22℃,-43℃
['漠河2018年12月份天气情况'],2018年12月05日,多云/多云,-24℃,-41℃
['漠河2018年12月份天气情况'],2018年12月06日,多云/多云,-24℃,-38℃
['漠河2018年12月份天气情况'],2018年12月07日,多云/多云,-21℃,-37℃
['漠河2018年12月份天气情况'],2018年12月08日,多云/多云,-21℃,-39℃
['漠河2018年12月份天气情况'],2018年12月09日,晴/晴,-21℃,-36℃
['漠河2018年12月份天气情况'],2018年12月10日,晴/晴,-21℃,-36℃
['漠河2018年12月份天气情况'],2018年12月11日,晴/多云,-18℃,-37℃
['漠河2018年12月份天气情况'],2018年12月12日,多云/多云,-21℃,-37℃
['漠河2018年12月份天气情况'],2018年12月13日,晴/多云,-22℃,-38℃
['漠河2018年12月份天气情况'],2018年12月14日,多云/多云,-17℃,-34℃
['漠河2018年12月份天气情况'],2018年12月15日,阴/多云,-14℃,-34℃
['漠河2018年12月份天气情况'],2018年12月16日,多云/多云,-18℃,-31℃
['漠河2018年12月份天气情况'],2018年12月17日,多云/多云,-20℃,-35℃
['漠河2018年12月份天气情况'],2018年12月18日,多云/晴,-21℃,-38℃
['漠河2018年12月份天气情况'],2018年12月19日,多云/多云,-13℃,-34℃
['漠河2018年12月份天气情况'],2018年12月20日,多云/阴,-18℃,-33℃
['漠河2018年12月份天气情况'],2018年12月21日,小雪/小雪,-20℃,-32℃
['漠河2018年12月份天气情况'],2018年12月22日,小雪/多云,-20℃,-32℃
['漠河2018年12月份天气情况'],2018年12月23日,多云/多云,-20℃,-37℃
['漠河2018年12月份天气情况'],2018年12月24日,多云/阴,-20℃,-37℃
['漠河2018年12月份天气情况'],2018年12月25日,多云/阴,-25℃,-36℃
['漠河2018年12月份天气情况'],2018年12月26日,阵雪/晴,-24℃,-31℃
['漠河2018年12月份天气情况'],2018年12月27日,多云/多云,-20℃,-31℃
['漠河2018年12月份天气情况'],2018年12月28日,多云/晴,-20℃,-35℃
['漠河2018年12月份天气情况'],2018年12月29日,多云/晴,-19℃,-33℃
['漠河2018年12月份天气情况'],2018年12月30日,多云/晴,-18℃,-36℃
['漠河2018年12月份天气情况'],2018年12月31日,多云/多云,-20℃,-37℃
['牡丹江2018年11月份天气情况'],2018年11月01日,晴/晴,12℃,-3℃
['牡丹江2018年11月份天气情况'],2018年11月02日,晴/晴,15℃,0℃
['牡丹江2018年11月份天气情况'],2018年11月03日,晴/多云,18℃,0℃
['牡丹江2018年11月份天气情况'],2018年11月04日,阵雨/小雪,4℃,-4℃
['牡丹江2018年11月份天气情况'],2018年11月05日,多云/晴,3℃,-8℃
['牡丹江2018年11月份天气情况'],2018年11月06日,晴/晴,7℃,-8℃
['牡丹江2018年11月份天气情况'],2018年11月07日,晴/晴,8℃,-5℃
['牡丹江2018年11月份天气情况'],2018年11月08日,晴/中雨,9℃,-2℃
['牡丹江2018年11月份天气情况'],2018年11月09日,大雪/阵雪,2℃,-2℃
['牡丹江2018年11月份天气情况'],2018年11月10日,雨夹雪/多云,3℃,-7℃
['牡丹江2018年11月份天气情况'],2018年11月11日,多云/多云,4℃,-7℃
['牡丹江2018年11月份天气情况'],2018年11月12日,晴/多云,3℃,-9℃
['牡丹江2018年11月份天气情况'],2018年11月13日,多云/晴,2℃,-8℃
['牡丹江2018年11月份天气情况'],2018年11月14日,多云/多云,4℃,-2℃
['牡丹江2018年11月份天气情况'],2018年11月15日,雨夹雪/阵雪,5℃,-9℃
['牡丹江2018年11月份天气情况'],2018年11月16日,多云/晴,-3℃,-12℃
['牡丹江2018年11月份天气情况'],2018年11月17日,晴/晴,2℃,-11℃
['牡丹江2018年11月份天气情况'],2018年11月18日,晴/晴,1℃,-11℃
['牡丹江2018年11月份天气情况'],2018年11月19日,多云/多云,-1℃,-12℃
['牡丹江2018年11月份天气情况'],2018年11月20日,多云/晴,-2℃,-16℃
['牡丹江2018年11月份天气情况'],2018年11月21日,多云/多云,-5℃,-14℃
['牡丹江2018年11月份天气情况'],2018年11月22日,多云/多云,-7℃,-19℃
['牡丹江2018年11月份天气情况'],2018年11月23日,晴/多云,-5℃,-16℃
['牡丹江2018年11月份天气情况'],2018年11月24日,晴/晴,2℃,-8℃
['牡丹江2018年11月份天气情况'],2018年11月25日,多云/晴,2℃,-10℃
['牡丹江2018年11月份天气情况'],2018年11月26日,多云/多云,7℃,-4℃
['牡丹江2018年11月份天气情况'],2018年11月27日,多云/晴,0℃,-9℃
['牡丹江2018年11月份天气情况'],2018年11月28日,晴/晴,-3℃,-12℃
['牡丹江2018年11月份天气情况'],2018年11月29日,晴/多云,-5℃,-16℃
['牡丹江2018年11月份天气情况'],2018年11月30日,晴/多云,-4℃,-16℃
['牡丹江2018年12月份天气情况'],2018年12月01日,晴/多云,-2℃,-8℃
['牡丹江2018年12月份天气情况'],2018年12月02日,多云/阴,7℃,-5℃
['牡丹江2018年12月份天气情况'],2018年12月03日,小雨/多云,5℃,-12℃
['牡丹江2018年12月份天气情况'],2018年12月04日,多云/多云,-5℃,-16℃
['牡丹江2018年12月份天气情况'],2018年12月05日,晴/多云,-9℃,-18℃
['牡丹江2018年12月份天气情况'],2018年12月06日,晴/晴,-8℃,-23℃
['牡丹江2018年12月份天气情况'],2018年12月07日,晴/晴,-13℃,-22℃
['牡丹江2018年12月份天气情况'],2018年12月08日,晴/晴,-13℃,-19℃
['牡丹江2018年12月份天气情况'],2018年12月09日,晴/晴,-10℃,-18℃
['牡丹江2018年12月份天气情况'],2018年12月10日,晴/晴,-9℃,-19℃
['牡丹江2018年12月份天气情况'],2018年12月11日,晴/晴,-10℃,-21℃
['牡丹江2018年12月份天气情况'],2018年12月12日,晴/多云,-10℃,-18℃
['牡丹江2018年12月份天气情况'],2018年12月13日,多云/多云,-8℃,-19℃
['牡丹江2018年12月份天气情况'],2018年12月14日,多云/晴,-10℃,-18℃
['牡丹江2018年12月份天气情况'],2018年12月15日,多云/多云,-4℃,-18℃
['牡丹江2018年12月份天气情况'],2018年12月16日,多云/多云,-2℃,-14℃
['牡丹江2018年12月份天气情况'],2018年12月17日,晴/多云,-4℃,-14℃
['牡丹江2018年12月份天气情况'],2018年12月18日,晴/多云,-4℃,-13℃
['牡丹江2018年12月份天气情况'],2018年12月19日,晴/晴,-3℃,-14℃
['牡丹江2018年12月份天气情况'],2018年12月20日,多云/多云,-3℃,-15℃
['牡丹江2018年12月份天气情况'],2018年12月21日,小雪/小雪,-3℃,-15℃
['牡丹江2018年12月份天气情况'],2018年12月22日,多云/多云,0℃,-13℃
['牡丹江2018年12月份天气情况'],2018年12月23日,晴/晴,-8℃,-19℃
['牡丹江2018年12月份天气情况'],2018年12月24日,晴/多云,-8℃,-16℃
['牡丹江2018年12月份天气情况'],2018年12月25日,多云/多云,-5℃,-22℃
['牡丹江2018年12月份天气情况'],2018年12月26日,多云/晴,-16℃,-21℃
['牡丹江2018年12月份天气情况'],2018年12月27日,多云/多云,-16℃,-21℃
['牡丹江2018年12月份天气情况'],2018年12月28日,多云/多云,-14℃,-20℃
['牡丹江2018年12月份天气情况'],2018年12月29日,多云/多云,-13℃,-20℃
['牡丹江2018年12月份天气情况'],2018年12月30日,多云/晴,-11℃,-19℃
['牡丹江2018年12月份天气情况'],2018年12月31日,晴/晴,-10℃,-21℃
['木兰2018年11月份天气情况'],2018年11月01日,晴/晴,10℃,-1℃
['木兰2018年11月份天气情况'],2018年11月02日,多云/多云,13℃,0℃
['木兰2018年11月份天气情况'],2018年11月03日,多云/雨夹雪,13℃,1℃
['木兰2018年11月份天气情况'],2018年11月04日,多云/多云,3℃,-6℃
['木兰2018年11月份天气情况'],2018年11月05日,晴/多云,1℃,-8℃
['木兰2018年11月份天气情况'],2018年11月06日,多云/多云,2℃,-8℃
['木兰2018年11月份天气情况'],2018年11月07日,晴/多云,5℃,-6℃
['木兰2018年11月份天气情况'],2018年11月08日,多云/小雨,9℃,0℃
['木兰2018年11月份天气情况'],2018年11月09日,大雪/中雪,3℃,-2℃
['木兰2018年11月份天气情况'],2018年11月10日,多云/晴,2℃,-8℃
['木兰2018年11月份天气情况'],2018年11月11日,多云/多云,3℃,-7℃
['木兰2018年11月份天气情况'],2018年11月12日,多云/多云,2℃,-4℃
['木兰2018年11月份天气情况'],2018年11月13日,多云/晴,1℃,-3℃
['木兰2018年11月份天气情况'],2018年11月14日,晴/雨夹雪,4℃,-3℃
['木兰2018年11月份天气情况'],2018年11月15日,多云/多云,3℃,-8℃
['木兰2018年11月份天气情况'],2018年11月16日,多云/多云,-2℃,-10℃
['木兰2018年11月份天气情况'],2018年11月17日,晴/多云,-1℃,-12℃
['木兰2018年11月份天气情况'],2018年11月18日,多云/多云,-1℃,-13℃
['木兰2018年11月份天气情况'],2018年11月19日,多云/晴,-3℃,-12℃
['木兰2018年11月份天气情况'],2018年11月20日,多云/多云,-3℃,-17℃
['木兰2018年11月份天气情况'],2018年11月21日,多云/多云,-4℃,-16℃
['木兰2018年11月份天气情况'],2018年11月22日,晴/晴,-8℃,-18℃
['木兰2018年11月份天气情况'],2018年11月23日,晴/晴,-6℃,-14℃
['木兰2018年11月份天气情况'],2018年11月24日,多云/多云,0℃,-7℃
['木兰2018年11月份天气情况'],2018年11月25日,晴/晴,1℃,-7℃
['木兰2018年11月份天气情况'],2018年11月26日,多云/多云,7℃,-8℃
['木兰2018年11月份天气情况'],2018年11月27日,多云/多云,0℃,-13℃
['木兰2018年11月份天气情况'],2018年11月28日,多云/多云,-6℃,-19℃
['木兰2018年11月份天气情况'],2018年11月29日,晴/晴,-8℃,-17℃
['木兰2018年11月份天气情况'],2018年11月30日,多云/多云,-5℃,-19℃
['木兰2018年12月份天气情况'],2018年12月01日,晴/多云,2℃,-11℃
